Timestamp,Speaker,Text
[00:42:56],Elon Musk,"Yes, the big cell phone."
[00:42:57],Joe Rogan,"Yeah, you pair that to like a Galaxy Note 9."
[00:43:00],Elon Musk,Sure.
[00:43:00],Joe Rogan,"Like how the fuck did that become that, right? And I wonder when I see this HTC Vibe, I'm like, ""What is that thinggoing to be 10 years from now when we're making fun of what it is now?"" I mean, how ingrained, and howconnected and interconnected is this technology going to be in our life?"
[00:43:21],Elon Musk,"It will be, at some point, indistinguishable from reality."
[00:43:27],Joe Rogan,We will lose this. We'll lose this. Like you and I are just looking at each other through our eyes.
[00:43:31],Elon Musk,Are we?
[00:43:31],Joe Rogan,"I see you. You see me, I think, I hope."
[00:43:33],Elon Musk,You think so?
[00:43:33],Joe Rogan,I think you probably have regular eyes.
[00:43:36],Elon Musk,This could be some simulation.
[00:43:38],Joe Rogan,It could. Do you entertain that?
[00:43:42],Elon Musk,"Well, the argument for the simulation, I think, is quite strong because if you assume any improvements at all overtime, any improvement, 1%, 0.1%, just extend the time frame, make it a thousand years, a million years. Theuniverse is 13.8 billion years old. Civilization, if you count it, if you're very generous, civilization is maybe 7000 or8000 years old if you count it from the first writing. This is nothing. This is nothing."
[00:44:17],Elon Musk,"So, if you assume any rate of improvement at all, then games will be indistinguishable from reality, or civilizationwill end. One of those two things will occur. Therefore, we are most likely in a simulation."
[00:44:40],Joe Rogan,"Or we're on our way to one, right?"
[00:44:42],Elon Musk,Because we exist.
[00:44:42],Joe Rogan,"Well, not just because we exist."
[00:44:42],Elon Musk,Pretty exactly.
[00:44:42],Joe Rogan,"We could most certainly be on the road. We could be on the road to that, right. it doesn't mean that it has to havealready happened."
[00:44:50],Elon Musk,It could be in base reality. It could be in base reality.
[00:44:52],Joe Rogan,"We could be here now on our way to the road or on our way to the destination where this can never happen again,where we are completely ingrained in some sort of an artificial technology or some sort of a symbiotic relationshipwith the internet or the next level of sharing information. But, right now, we're not there yet. That's possible too,right? It's possible that a simulation is, one day, going to be inevitable, that we're going to have something that'sindistinguishable from regular reality, but maybe we're not there yet. That's also possible."
[00:45:24],Joe Rogan,"Yes, it is."
[00:45:24],Elon Musk,Though we're not quite there yet. This is real. You want to touch that wood?
[00:45:28],Elon Musk,It feel very real.
[00:45:29],Joe Rogan,Maybe that's why everybody is like into like mason jars and shit.
[00:45:32],Elon Musk,Mason jars.
[00:45:33],Joe Rogan,"Suede shoes. People that like craft restaurants, and they want raw wood. Everyone wants the metal people. Itseems like people are like longing toward some weird log cabin type nostalgia."
[00:45:44],Elon Musk,"Sure, reality."
[00:45:45],Joe Rogan,"Yeah, like holding on. Like clinging."
[00:45:48],Elon Musk,Sure.
[00:45:48],Joe Rogan,"Dragging their nails through the man like, ""Don't take me yet."""
[00:45:52],Elon Musk,Yes.
[00:45:52],Joe Rogan,"""I want to-"""
[00:45:53],Elon Musk,"But then, people go get a mason jar with a wine stem or a handle. That's dark."
[00:46:00],Joe Rogan,It makes me-
[00:46:00],Elon Musk,It makes me lose faith in humanity.
[00:46:01],Joe Rogan,"Mason jar, wine stem and a handle, they have those?"
[00:46:03],Elon Musk,Yes.
[00:46:03],Joe Rogan,The sturdy people. That's just assholes. That's like people make pet rocks.
[00:46:07],Elon Musk,Rough.
[00:46:08],Joe Rogan,Right. Some people are just assholes. They take advantage of our generous nature.
[00:46:13],Elon Musk,It was made with the wine stem. Made with handle.
[00:46:17],Joe Rogan,They made it that way?
[00:46:18],Elon Musk,Yes. They're manufactured like that.
[00:46:18],Joe Rogan,"So, the one way, they welded it on to the mason jar. You fuck."
[00:46:19],Elon Musk,But that would be fine if there was like glued it on or something.
[00:46:26],Joe Rogan,Right. There would be like-
[00:46:26],Elon Musk,But it was made that way.
[00:46:28],Joe Rogan,"Like trash shit. Oh, this is disgusting. Look at this. It is right there."
[00:46:30],Elon Musk,"Yes, it's pretty harsh. Yup."
[00:46:32],Joe Rogan,"This is terrible. Yeah. That's like fake breasts that are designed to be hard. Like fake breasts from the '60s. It's likeif you really long for the ones with ripples, here we go. Yeah. That's almost what that is."
[00:46:51],Elon Musk,Yeah.
[00:46:52],Joe Rogan,"What are you going to do, man? There's nothing, you know. There's nothing you can do to stop certain terribleideas from propagating."
[00:46:59],Elon Musk,"Yeah. Anyway, I don't want to sound like things are too dark because I think like you kind of have to be optimisticabout the future. There's no point in being pessimistic. It's just too negative because it is-"
[00:47:17],Joe Rogan,It doesn't help.
[00:47:17],Elon Musk,"It doesn't help, you know. I think you want to be -- I mean, my theory is like you'd rather be optimistic. I think, I'drather be optimistic and wrong than pessimistic and right."
[00:47:28],Joe Rogan,Right.
[00:47:29],Elon Musk,"At least, we're on that side."
[00:47:30],Joe Rogan,"Right, yeah."
[00:47:31],Elon Musk,"Because if you're pessimistic, it's going to be miserable."
[00:47:34],Joe Rogan,"Yeah. Yeah, nobody wants to be around you anyway if it's the end of the world. You're like, ""I fucking told you, bro."""
[00:47:41],Elon Musk,"Yeah, exactly."
[00:47:42],Joe Rogan,The world is ending. Yeah. It is way -- it is for all.
[00:47:45],Elon Musk,I did my part.
[00:47:45],Joe Rogan,I mean-
[00:47:47],Elon Musk,Enjoy the journey.
[00:47:48],Joe Rogan,"Right. If you really want to get morose, I mean, it is what it is for all of us anyway. We're all going to go, unlesssomething changes."
[00:47:56],Elon Musk,Yeah.
[00:47:56],Joe Rogan,"I mean, ultimately, you know, even if we just sort of existed as humans forever, we'd still eventually would be likethe heat death of the universe-"
[00:48:06],Elon Musk,Gazillion years from now.
[00:48:08],Joe Rogan,"Right, even if we get it past the sun."
[00:48:09],Elon Musk,Yeah.
[00:48:10],Joe Rogan,If we figure out a way past the sun running out of juice.
[00:48:13],Elon Musk,"Eventually, it's going to end. It's just a question of when."
[00:48:16],Joe Rogan,Right.
[00:48:17],Elon Musk,"So, it really is all about the journey."
[00:48:20],Joe Rogan,Or transcendence from whatever we are now into something that doesn't worry about death.
[00:48:27],Elon Musk,"The universe, as we know it, will dissipate into a fine mist of cold nothingness eventually."
[00:48:36],Joe Rogan,"And then, someone's going to bottle it and put a fragrance to it, sell it to French people in another dimension."
[00:48:42],Elon Musk,It's just a very long time.
[00:48:44],Joe Rogan,Yeah.
[00:48:44],Elon Musk,"So, I think it's really just about, how can we make it last longer?"
[00:48:49],Joe Rogan,"Are you a proponent of the multi-universe's theory? Do you believe that there are many, many universes, and thateven if this one fades out that there's other ones that are starting fresh right now, and there's an infinite number ofthem, and they're just constantly in a never-ending cycle of birth and death?"
[00:49:08],Elon Musk,"I think most likely. This is just about probability. There are many, many simulations. These simulations, we might aswell call them reality, or we could call them the multiverse."
[00:49:20],Joe Rogan,These simulations you believe are created like someone has manufactured-
[00:49:23],Elon Musk,They're running on the substrate.
[00:49:26],Joe Rogan,So-
[00:49:27],Elon Musk,That substrate is probably boring.
[00:49:29],Joe Rogan,Boring?
[00:49:30],Elon Musk,Mmhmm.
[00:49:30],Joe Rogan,How so?
[00:49:30],Elon Musk,"Well, when we create a simulation like a game or a movie, it's the distillation of what's interesting about life. Youknow, it takes a year to shoot an action movie. And then, that's all to slow down into two or three hours. So, let metell you, if you've seen an action movie being filmed, it's freaking -- It's boring. It's super boring. It takes -- There'slike lots of takes. Everything's in a green screen. It looks pretty goofy. It doesn't look cool. But once you had theCGI, and have great editing, it's amazing."
[00:50:10],Elon Musk,"So, I think, most likely, if we're a simulation, it's really boring outside the simulation because why would you makesimulation as boring? You'd make simulation way more interesting than base reality."
[00:50:26],Joe Rogan,That is if this right now is a simulation.
[00:50:29],Elon Musk,Yes.
[00:50:30],Joe Rogan,"And, ultimately, inevitably, as long as we don't die or get hit by a meteor, we're going to create some sort ofsimulation if we continue on the same technological path we're on right now."
[00:50:42],Elon Musk,Yes.
[00:50:42],Joe Rogan,"But we might not be there yet. So, it might not be a simulation here. But it most likely is you feel other places."
[00:50:52],Elon Musk,This notion of a place or where is-
[00:50:56],Joe Rogan,Flawed?
[00:50:56],Elon Musk,Yes.
[00:50:57],Joe Rogan,Flawed perception.
[00:50:58],Elon Musk,"Like that if you have that, sort of, that vibe you have, which is for the -- that's was made by valve, and it's reallyvalve that made it. HTC did the hardware, but it's really a valve thing."
[00:51:14],Joe Rogan,Makers of Half-life.
[00:51:16],Elon Musk,Yes. Great company.
[00:51:19],Joe Rogan,Great company.
[00:51:26],Elon Musk,"When you're in that virtual reality, which is only going to get better, where are you? Where are you really?"
[00:51:37],Joe Rogan,Right.
[00:51:37],Elon Musk,You aren't anywhere.
[00:51:38],Joe Rogan,"Well, whereas-"
[00:51:39],Elon Musk,You're in the computer.
[00:51:40],Joe Rogan,"You know, what defines where you are?"
[00:51:42],Elon Musk,Exactly.
[00:51:43],Joe Rogan,Right.
[00:51:43],Elon Musk,It's your perception.
[00:51:44],Joe Rogan,"Is it your perceptions or is it, you know, a scale that we have under your butt. You're right here. I've measured you.You're the same weight as you were when you left. But meanwhile, your experience is probably different-"
[00:51:53],Elon Musk,Why do you think you're where you are right now? You might not be.
[00:51:56],Joe Rogan,I'll buck up a joint if you keep talking. Your man is just going to come in here. We might have to lock the door.
[00:52:02],Elon Musk,"Right now, you think you're in a studio in LA."
[00:52:03],Joe Rogan,That's what I heard.
[00:52:04],Elon Musk,You might be in a computer.
[00:52:05],Joe Rogan,"Man, I think about this all the time. Yeah, I mean, it's unquestionable that one day that will be the case, as long aswe keep going, as long as nothing interrupts us, and if we start from scratch, and, you know, we're single-celledorganisms all over again. And then, millions and millions of years later, we become the next thing that is us withcreativity and the ability to change this environment. It's going to keep monkeying with things until it figures out away to change reality. To change -- I mean, almost like punch a hole through what is this thing into what what itwants it to be and create new things. And then, those new things will intersect with other people's new things, andthere will be this ultimate pathway of infinite ideas and expression all through technology."
[00:52:56],Elon Musk,Yeah.
[00:52:57],Joe Rogan,"And then, we're going to wonder like, ""Why are we here? What are we doing?"""
[00:53:03],Elon Musk,Let's find out.
[00:53:06],Joe Rogan,Well-
[00:53:06],Elon Musk,"I mean, I think we should take the actions, the set of actions that are most likely to make the future better."
[00:53:14],Joe Rogan,"Yes, right."
[00:53:15],Elon Musk,Yeah.
[00:53:15],Joe Rogan,"Right. Right. And then, we evaluate those actions to make sure that it's true."
[00:53:21],Elon Musk,"Well, I think there's a movement to that. I mean, in terms of like a social movement. I think some of it's misguided,and some of it's exaggerated, and there's a lot of people that are fighting for their side out there. But it seems likethe general trend of, like, social awareness seems to be much more heightened now than has ever been in anyother time in history because of our ability to express ourselves instantaneously to each other through Facebook,or Twitter, or what have you. And that the trend is to abandon preconceived notions, abandon prejudice, abandondiscrimination, and promote kindness and happiness as much as possible. Looking at this knife? Somebody gave itto me. Sorry."
[00:54:05],Elon Musk,Yeah. What is it?
[00:54:06],Joe Rogan,"Fuck you. My friend, Donnie, brought this with him, and it just stayed here. I have a real samurai sword, if you wantto play with that. I know you're into weapons. That's from the 1500s. Samurai's something on the table."
[00:54:15],Elon Musk,Good.
[00:54:16],Joe Rogan,Yeah.
[00:54:17],Elon Musk,That's cool.
[00:54:17],Joe Rogan,"I'll grab it. Hold on. Yeah, that's legit samurai sword from an actual samurai from the 1500s. If you pull out thatblade, that blade was made the old way where a master craftsman-"
[00:54:39],Elon Musk,Folded metal?
[00:54:40],Joe Rogan,"Folded that metal and hammered it down over and over again over a long period of time, and honed that blade intowhat it is now. What's crazy is that more than 500 years later, that thing is still pristine. I mean, whoever took careof that and passed it down to the next person who took care of it, and you know until it got to the podcast room, it'spretty fucking crazy."
[00:55:03],Elon Musk,Yeah.
[00:55:04],Joe Rogan,"One day, someone's going to be looking at a Tesla like that. How many of these fucking backdoor they pop offsideways like a Lamborghini?"
[00:55:17],Elon Musk,They should see what the Tesla can do. He didn't -- You should -- I'll show you how to once.
[00:55:22],Joe Rogan,"Well, I've driven one. I love them."
[00:55:24],Elon Musk,"Yeah, but most people don't know what it can do."
[00:55:25],Joe Rogan,"In terms like ludicrous mode? In terms of like driving super fast and irresponsibly on public roads, is that whatyou're saying?"
[00:55:32],Elon Musk,Any car can do that.
[00:55:34],Joe Rogan,Yeah. What can it do that I need to know about?
[00:55:39],Elon Musk,"I mean, the Model X can do this like ballet thing to the Trans-Siberian Orchestra. It's pretty cool."
[00:55:44],Joe Rogan,"Wait, it dances?"
[00:55:45],Elon Musk,Yes.
[00:55:45],Joe Rogan,"Legitimate, like it goes around?"
[00:55:46],Elon Musk,Yes.
[00:55:48],Joe Rogan,Why would you program that into a car?
[00:55:54],Elon Musk,It seemed like fun.
[00:55:56],Joe Rogan,"That's what I get about you. That's what's weird. Like when you showed up here, you were all smiles, and you pullout a fucking blowtorch and not a blowtorch, but I'm like, ""Look at this-"""
[00:56:04],Elon Musk,Not a flamethrower.
[00:56:05],Joe Rogan,"Not a flamethrower. Like, ""He's having fun."""
[00:56:07],Elon Musk,"I want to be clear, it's definitely not a flamethrower."
[00:56:08],Joe Rogan,"But you're having fun. Like this thing, you know, you program a car to do a ballet dance, you're having fun."
[00:56:18],Elon Musk,It's great.
[00:56:18],Joe Rogan,"But how do you have the time to do that? I don't understand why you're digging holes under the earth, and sendingrockets into space, and powering people in Australia. Like how the fuck do you have time to make the car danceballet?"
[00:56:31],Elon Musk,"Well, I mean, in that case there were some engineers at Tesla that said, ""You know, what if we make this car danceand play music?"" I'm like, ""That sounds great. Please do it. Let's try to get it done in time for Christmas."" We did."
[00:56:50],Joe Rogan,Is there a concern about someone just losing their mind and making it do that on the highway?
[00:56:55],Elon Musk,"No, it won't do that."
[00:56:56],Joe Rogan,What if it's in bumper-to-bumper traffic?
[00:56:58],Elon Musk,Nope.
[00:56:58],Joe Rogan,"No, it won't do it?"
[00:57:00],Elon Musk,"No. Actually, you have to sneeze drag."
[00:57:01],Joe Rogan,"Oh, sneeze drag."
[00:57:02],Elon Musk,"Yeah, that's why people don't know about it. But if you have the car-"
[00:57:08],Joe Rogan,Well-
[00:57:08],Elon Musk,"It's like it could do lots of things, lots of things."
[00:57:10],Joe Rogan,"Once Reddit gets a hold of it, everyone's going to know already."
[00:57:13],Elon Musk,"You just have to -- Everyone, if you search for it on the internet, you will find out."
[00:57:17],Joe Rogan,They will find.
[00:57:17],Elon Musk,But people don't know that they should even search for it.
[00:57:19],Joe Rogan,"Well, they do now."
[00:57:22],Elon Musk,Yes.
[00:57:23],Joe Rogan,Yes.
[00:57:23],Elon Musk,"There's so many things about the Model X, and the Model S, and the Model 3 that people don't know about. Weshould probably do a video or something to explain it because I have close friends of mine and I say, ""Do you knowthe car can do this?"" and they're like, ""Nope."""
[00:57:41],Joe Rogan,Do you want to do a video of that? Do you like the fact that some people don't know?
[00:57:46],Elon Musk,"No, I think it's probably not. We should tell people."
[00:57:49],Joe Rogan,"Yeah, probably."
[00:57:50],Elon Musk,Yes.
[00:57:50],Joe Rogan,"That would help your product. I mean, it's not like you don't sell enough of them. You sell almost too many of them,right."
[00:58:00],Elon Musk,"I mean, I think, a Tesla is the most fun thing you could possibly buy ever. That's what it's meant to be. Well, ourgoal is to make -- It's not exactly a car. It's actually a thing to maximize enjoyment, make as maximum fun."
[00:58:23],Joe Rogan,"Okay. Electronic, like big screen, laptop, ridiculous speed, handling, all that stuff."
[00:58:33],Elon Musk,Yeah.
[00:58:33],Joe Rogan,Do you have a-
[00:58:34],Elon Musk,And we're going to put video games in it.
[00:58:36],Joe Rogan,You are?
[00:58:37],Elon Musk,Yeah.
[00:58:37],Joe Rogan,Is that wise?
[00:58:39],Elon Musk,Well-
[00:58:39],Joe Rogan,What kind of video games? Candy Crush?
[00:58:40],Elon Musk,"You won't be able to drive while you're playing the video game. But, like, for example, we're just putting the Atariemulator, RAM emulator in it. So, we'll play a Missile Command, and Lunar Lander, and a bunch of other things.Yeah."
[00:58:53],Joe Rogan,That sounds cool.
[00:58:54],Elon Musk,It's pretty fun.
[00:58:55],Joe Rogan,I like that.
[00:58:55],Elon Musk,"Yeah. I mean, probe the interface for Missile Command because it's too hard with the old trackball. So, there's atouch screen version of Missile Command. So, you have a chance."
[00:59:07],Joe Rogan,"Do you -- You have an old car, don't you? Don't you have like an old Jaguar?"
[00:59:11],Elon Musk,Yeah. How did you know that? Let's pause for that. I have a '61 series 1 E-type Jaguar.
[00:59:17],Joe Rogan,I love cars.
[00:59:18],Elon Musk,It's great.
[00:59:18],Joe Rogan,"Yeah, I love old cars."
[00:59:19],Elon Musk,The only-
[00:59:19],Joe Rogan,That's one of the things-
[00:59:21],Elon Musk,"Yeah, the only two gassing cars I have are that and an old -- like a Ford Model T that a friend of mine gave me.Those are my only two gasoline cars."
[00:59:33],Joe Rogan,"Is the Ford Model T all stock? Oh, there's your car. Look at that."
[00:59:37],Elon Musk,I have the convertible.
[00:59:39],Joe Rogan,That is a gorgeous car.
[00:59:42],Elon Musk,It's a soft car.
[00:59:42],Joe Rogan,"God, that's a good looking car."
[00:59:44],Elon Musk,Yes.
[00:59:45],Joe Rogan,Is that yours?
[00:59:46],Elon Musk,"That is -- It's not mine. It's extremely close to mine, but I don't have a front license plate on mine."
[00:59:52],Joe Rogan,It's a beautiful car. They nailed it. That new type-
[00:59:55],Elon Musk,Mine looks like that.
[00:59:55],Joe Rogan,"God, they nailed that."
[00:59:57],Elon Musk,That's what mine looks like. Maybe it is mine.
[01:00:00],Joe Rogan,There's certain iconic shapes.
[01:00:04],Elon Musk,Yes.
[01:00:04],Joe Rogan,"And there's something about those cars too. They're not as capable, not nearly as capable as like a Tesla, butthere's something really satisfying about the mechanical aspect of like feeling the steering, and the-"
[01:00:16],Elon Musk,Yeah.
[01:00:17],Joe Rogan,"... grinding of the gears and the shifting. Something about those that's extremely satisfying even though they're notthat competent. Like I have a 1993 Porsche 964. It's like lightweight. It's an RS America. It's not very fast. It's notlike in comparison to a Tesla or anything like that. But the thing about it is like it's mechanical, you feel it.Everything's like-"
[01:00:43],Elon Musk,Sure.
[01:00:44],Joe Rogan,"It's like it gives you this weird thrill, like you're on this clunky ride, and there's all this feedback. There's somethingto that."
[01:00:52],Elon Musk,"Yeah. Yeah, absolutely. I mean, yeah. My E Type is like basically no electronics."
[01:00:58],Joe Rogan,Yeah.
[01:01:00],Elon Musk,It's-
[01:01:00],Joe Rogan,"And so, you like that, but you also like electronics."
[01:01:03],Elon Musk,Yes.
[01:01:04],Joe Rogan,"Like Tesla Sup, it's like the far end of electronics."
[01:01:09],Elon Musk,Yes.
[01:01:10],Joe Rogan,It drives itself.
[01:01:12],Elon Musk,It's driving itself better every day.
[01:01:14],Joe Rogan,Yeah.
[01:01:15],Elon Musk,"We're about to release the software that will enable you to just turn it on, and it'll drive from highway on ramp, tohighway exit, do lane changes, overtake other cars-"
[01:01:25],Joe Rogan,Jesus.
[01:01:25],Elon Musk,"To go from one interchange to the next. If you get on, say, the 405, get off 300 miles later, and go through severalhighway interchanges, and just overtake other cars, and hook into the nav system, and then-."
[01:01:41],Joe Rogan,"And you're just meditating, om."
[01:01:44],Elon Musk,Yeah.
[01:01:44],Joe Rogan,While your car is just traveling.
[01:01:45],Elon Musk,It's kind of eerie. It's kind of eerie.
[01:01:48],Joe Rogan,"What did you think when you saw that video of that dude fallen asleep behind the wheel? I'm sure you've seen it,the one in San Francisco. It's like right outside of San Jose. It's out cold, like this. And the cars an inch bumper-to-bumper in traffic moving along."
[01:02:01],Elon Musk,Yeah.
[01:02:01],Joe Rogan,"You've seen it, right?"
[01:02:03],Elon Musk,"Yeah, yeah. We just changed the software. Changed the software. That's, I think, an old video. We changedsoftware. If you don't touch the wheel, it will gradually slow down, and put the emergency lights on, and wake youup."
[01:02:15],Joe Rogan,"Oh, that's hilarious."
[01:02:16],Elon Musk,Yeah.
[01:02:17],Joe Rogan,That's hilarious.
[01:02:18],Elon Musk,Yeah.
[01:02:19],Joe Rogan,Can you choose what voice wakes you up?
[01:02:21],Elon Musk,"Well, it's sort of more of a -- It sort of honks."
[01:02:24],Joe Rogan,It honks.
[01:02:25],Elon Musk,Yeah.
[01:02:25],Joe Rogan,"There should be like, ""Wake up, fuckface. You're endangering your fellow humans."""
[01:02:29],Elon Musk,We could gently wake you up with a sultry voice.
[01:02:32],Joe Rogan,"That would be good like something with a southern accent. ""Hey, wake up."""
[01:02:36],Elon Musk,"Wake up, sunshine."
[01:02:37],Joe Rogan,"Hey, sweetie."
[01:02:38],Elon Musk,Exactly.
[01:02:39],Joe Rogan,Why don't you wake up?
[01:02:39],Elon Musk,You could pick your-
[01:02:42],Joe Rogan,"Right, like-"
[01:02:43],Elon Musk,Like whatever you want. Yes.
[01:02:44],Joe Rogan,"Yeah, I choose the Australian girl for Siri."
[01:02:45],Elon Musk,Yeah.
[01:02:46],Joe Rogan,I like her voice.
[01:02:47],Elon Musk,Do you want it seductive?
[01:02:47],Joe Rogan,It's my favorite. I like Australian.
[01:02:49],Elon Musk,What flavor? Do what you want it to be angry. It could be anything.
[01:02:52],Joe Rogan,"You want those Australian prison lady genes. Now, when you program something like that in, is this in response toa concern, or is it your own?"
[01:03:01],Elon Musk,Yeah.
[01:03:01],Joe Rogan,"Do look at it and go, ""Hey, they shouldn't just be able to fall asleep. Let's wake them up."""
[01:03:08],Elon Musk,"Yeah, yeah. It's like -- You know, we're like -- Yeah, people are falling asleep. We've got to do something about that."
[01:03:16],Joe Rogan,"Right. But when you first released it, you didn't consider it, right? You're just like, ""Well, no one's going to justsleep."""
[01:03:22],Elon Musk,People fall asleep in their cars all the time.
[01:03:24],Joe Rogan,All the time.
[01:03:25],Elon Musk,They crash.
[01:03:25],Joe Rogan,"Yeah, it's horrible."
[01:03:26],Elon Musk,"At least, our car doesn't crash. That's better."
[01:03:28],Joe Rogan,Yeah.
[01:03:28],Elon Musk,It's better not to crash.
[01:03:30],Joe Rogan,Yeah.
[01:03:30],Elon Musk,"Imagine if that guy had fallen asleep in a gasoline car, they do all the time."
[01:03:34],Joe Rogan,"For sure, yeah."
[01:03:35],Elon Musk,They would crash into somebody.
[01:03:36],Joe Rogan,Yeah.
[01:03:37],Elon Musk,"And, in fact, the thing that really, you know, got me to -- It's like, ""Man, we better get a autopilot going and get itout."" A guy was in an early Tesla driving down the highway, and he fell asleep, and he ran over a cyclist, and killedhim. I was like, ""Man, if we had autopilot, he might have fallen asleep, but, at least, he wouldn't run over thatcyclist."""
[01:04:04],Joe Rogan,"So, how did you implement it? Like did you just use cameras and-"
[01:04:08],Elon Musk,Yeah.
[01:04:09],Joe Rogan,"... programmed with the system, so that if it sees images, it slows down? And how much time do you get? And like-"
[01:04:17],Elon Musk,Yeah.
[01:04:17],Joe Rogan,Is the person who's in control of it allow the program to how fast it goes?
[01:04:22],Elon Musk,"Yes. Yeah, you can program it to be more or less, like more conservative or like more aggressive driver. And youcan say what speed you want it to -- What speed is okay."
[01:04:35],Joe Rogan,I know you have ludicrous mode. Do you have douche bag mode?
[01:04:41],Elon Musk,"Well, in-"
[01:04:41],Joe Rogan,It just cuts people off.
[01:04:43],Elon Musk,"Well, for lane changes, it's tricky because if you're in like LA, like unless you're pretty aggressive, right, it's hard tochange lanes sometimes."
[01:04:52],Joe Rogan,You can't. It's hard to be Satnam. It's hard to be Namaste here in LA.
[01:04:57],Elon Musk,Yeah.
[01:04:57],Joe Rogan,If you want to hit that Santa Monica Boulevard off in-
[01:05:01],Elon Musk,"I mean, you've got to be a little pushy."
[01:05:02],Joe Rogan,"You've got to be a little pushy, yeah."
[01:05:04],Elon Musk,On the freeway.
[01:05:04],Joe Rogan,Especially if you were angry.
[01:05:06],Elon Musk,Yes.
[01:05:06],Joe Rogan,"If you're a little angry, they don't want you, and they speed up."
[01:05:08],Elon Musk,"Sometimes, yeah, I think, people like overall are pretty nice on the highway, even in LA, but sometimes they're not."
[01:05:14],Joe Rogan,Do you think the Neuralink will help that quick?
[01:05:16],Elon Musk,Probably.
[01:05:17],Joe Rogan,"Everybody will be locked in together, this hive mind."
[01:05:20],Elon Musk,Tunnels will help it. We wouldn't have traffic.
[01:05:22],Joe Rogan,That will help a lot.
[01:05:24],Elon Musk,Yes.
[01:05:24],Joe Rogan,How many of those can you put in there?
[01:05:27],Elon Musk,Nice thing about tunnels-
[01:05:27],Joe Rogan,Are you thinking about for everybody?
[01:05:28],Elon Musk,Nice thing about tunnels is you can go 3D.
[01:05:30],Joe Rogan,Oh right.
[01:05:31],Elon Musk,"So, you can go many levels."
[01:05:32],Joe Rogan,Right.
[01:05:33],Elon Musk,So-
[01:05:33],Joe Rogan,Until you hit.
[01:05:34],Elon Musk,"Yeah, but you go -- You can have 100 levels of with bombs."
[01:05:38],Joe Rogan,Jesus Christ. I don't want to be on 99. That would be a negative 99 floors.
[01:05:46],Elon Musk,"This is one of the fundamental things people don't appreciate about tunnels is that it's not like roads. Thefundamental issue with roads is that you have a 2D transport system and a 3D living and workspace environment.So, you've got all these tall buildings or concentrated work environments. And then, you want to go into those like2D transport system with-"
[01:06:09],Joe Rogan,Hugely inefficient.
[01:06:09],Elon Musk,"... pretty low density because cars are spaced out pretty far. And so, that, obviously, is not going to work. You'regoing to have traffic guaranteed. But if you can go 3D on your transport system, then you can solve all traffic. Andyou can either go 3D up with a flying car, or you can go 3D down with tunnels. You can have as many tunnel levelsas you want, and you can arbitrarily relieve any amount of traffic. You can go further down with tunnels than youcan go up with buildings. You're 10,000 feet down if you want. I wouldn't recommended it, but-."
[01:06:46],Joe Rogan,"What was that movie with -- What's his face? Bradley -- Not Bradley Cooper, Christian? No. What the fuck is hisname? Batman. Who is Batman?"
[01:06:56],Jaime,Christian Bale.
[01:06:57],Joe Rogan,"Christian Bale, where they fought dragons. Him and Matthew McConaughey. He went down deep into the earth.How deep can you go?"
[01:07:04],Elon Musk,I don't think that was Batman.
[01:07:05],Joe Rogan,"Yeah, it was. Yeah, it was."
[01:07:06],Elon Musk,Batman fought dragons? I don't-
[01:07:08],Joe Rogan,"No, it wasn't Batman but it's Christian Bale."
[01:07:09],Jaime,The Rain of Fire.
[01:07:10],Joe Rogan,Rain of Fire.
[01:07:10],Elon Musk,Okay.
[01:07:10],Joe Rogan,Never saw that?
[01:07:12],Elon Musk,No.
[01:07:14],Joe Rogan,Terrible. Terrible but good. I would look at it some time.
[01:07:16],Elon Musk,I wouldn't recommend drilling super far down but the earth is a big-
[01:07:19],Joe Rogan,"Yeah, but you can't drill deep. It gets hot, right?"
[01:07:21],Elon Musk,... molten
[01:07:21],Joe Rogan,Yeah.
[01:07:22],Elon Musk,"The earth is a giant ball of lava with a thin crust on the top, which we think of as like the surface, this thin crust.And it's mostly just a big bowl of lava. That's earth, but 10,000 feet is not a big deal."
[01:07:40],Joe Rogan,Have you given any consideration whatsoever to the flat earth movement?
[01:07:46],Elon Musk,That's a troll situation.
[01:07:48],Joe Rogan,"Oh, it's not. No, it's not. You would like to think that-"
[01:07:54],Elon Musk,Okay.
[01:07:54],Joe Rogan,"... because you're super genius. But I, as a normal person, I know these people are way dumber than me. And theyreally, really believe. They watch YouTube videos, which go on uninterrupted, and spew out a bunch of fucking fakefacts very eloquently and articulately. And they really believe. These people really believe."
[01:08:15],Elon Musk,"I mean, if it works for them, sure. Fine."
[01:08:21],Joe Rogan,"It's weird though, right, that in this age where, you know, there's ludicrous mode in your car, goes 1.9 seconds,060."
[01:08:28],Elon Musk,That's 2.2.
[01:08:29],Joe Rogan,2.2. Which one's 1.9? The Coaster.
[01:08:32],Elon Musk,The Next Generation Roadster.
[01:08:35],Joe Rogan,Okay.
[01:08:36],Elon Musk,Standard edition.
[01:08:36],Joe Rogan,"Yeah, I'm on top of this shit."
[01:08:39],Elon Musk,That's just without-
[01:08:39],Joe Rogan,Standard edition.
[01:08:41],Elon Musk,"Yeah. So, it's not the performance package."
[01:08:43],Joe Rogan,What performance package?
[01:08:45],Elon Musk,Yes.
[01:08:45],Joe Rogan,What the fuck do you need?
